host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,property_type,room_type,has_availability,instant_bookable,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,neighbourhood_cleansed_encoded,amenities_encoded
0,0,89.0,0,1,1,0,1,1,0,0,3.0,3.0,0,1.0,2.0,1.0,999.0,1.6,120,1.8,120.0,0.0,0,0,0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.01,2,22565
1,1,100.0,1,1,1,1,1,1,1,0,1.0,1.0,1,1.0,3.0,1.5,706.0,2.0,1125,2.0,1125.0,0.0,0,0,264,4.0,2.0,4.77,4.74,4.58,4.93,5.0,4.91,4.84,1.0,0.57,2,14479
1,1,100.0,0,1,1,1,1,1,1,0,3.0,4.0,0,1.0,1.0,1.0,899.0,2.0,120,2.0,120.0,0.0,17,47,227,8.0,0.0,4.93,4.95,4.81,4.93,4.98,4.88,4.86,3.0,0.56,5,24577
1,1,97.0,0,0,1,1,1,1,1,0,6.2,7.3,1,1.0,1.0,2.0,1676.0,1.0,1125,1.1,1125.0,1.0,53,83,358,0.0,0.0,4.85,4.9,4.7,5.0,5.0,4.9,4.75,4.9,0.26,10,6311
1,1,100.0,1,1,1,1,1,1,1,0,1.0,3.0,1,2.0,2.0,2.0,1221.0,2.0,100,2.0,100.0,1.0,38,67,67,18.0,3.0,4.91,4.97,4.91,4.94,4.89,4.96,4.94,1.0,1.31,5,14604
1,1,100.0,0,1,1,1,0,0,1,1,4.0,4.0,0,1.0,1.0,1.0,606.0,1.0,360,1.0,1125.0,1.0,48,74,349,47.0,0.0,4.81,4.89,4.75,4.94,4.94,5.0,4.75,4.0,3.27,10,2066
1,1,96.0,1,1,1,1,0,1,1,1,17.0,17.0,0,1.0,1.0,1.0,1200.0,3.0,358,3.0,1125.0,,49,79,354,4.0,0.0,4.68,4.78,4.71,4.91,4.87,4.87,4.69,17.0,0.89,16,17866
1,1,96.0,1,1,1,1,1,1,1,1,17.0,17.0,0,1.0,1.0,1.0,1200.0,2.0,365,2.0,1125.0,1.0,57,87,362,2.0,0.0,4.88,4.8,4.9,4.93,4.93,4.95,4.78,17.0,0.54,16,20936
0,0,89.0,0,1,1,0,0,0,0,0,1.0,1.0,0,1.0,2.0,1.0,999.0,1.6,1125,1.0,1125.0,0.0,0,0,0,0.0,0.0,4.8,4.63,4.8,4.63,4.75,4.9,4.63,1.0,0.1,5,2036
1,1,99.0,1,1,1,1,0,1,1,1,9.0,13.0,0,1.0,1.0,1.0,950.0,2.0,1125,2.0,1125.0,1.0,40,69,69,36.0,2.0,4.77,4.91,4.85,4.91,4.92,4.95,4.85,9.0,3.14,5,19178
1,1,100.0,0,1,1,1,0,1,1,0,2.0,2.0,0,1.0,1.0,1.0,1230.0,3.0,1125,3.0,1125.0,1.0,49,79,79,15.0,1.0,4.81,4.91,4.83,4.95,4.87,4.86,4.79,1.0,1.99,5,8239
0,0,50.0,0,1,1,1,1,1,1,0,2.0,2.0,0,1.0,1.0,1.0,300.0,3.0,1125,3.0,1125.0,1.0,58,88,88,1.0,1.0,5.0,5.0,4.5,4.9,5.0,5.0,5.0,2.0,0.05,16,2631
0,0,100.0,0,0,1,1,1,1,1,0,2.0,3.0,1,1.0,2.0,1.0,999.0,1.6,1125,1.8,1125.0,0.0,0,0,0,1.0,0.0,4.86,4.86,4.9,4.9,5.0,4.76,4.71,1.0,0.32,5,17199
1,1,100.0,1,1,1,1,0,0,1,0,3.0,4.0,0,1.0,1.0,1.0,1026.3,2.0,1125,2.0,1125.0,1.0,59,89,364,19.0,0.0,4.86,4.89,4.82,4.88,4.8,4.95,4.8,3.0,1.54,3,21425
0,0,89.0,0,1,1,1,0,0,1,1,1.0,1.0,0,1.3,1.4,1.5,1026.3,2.0,7,2.0,7.0,1.0,41,69,69,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.2,12,4016
1,0,91.0,0,1,1,1,0,1,1,0,4.0,4.0,1,1.0,2.0,2.0,1300.0,2.0,1125,2.0,1125.0,1.0,46,74,345,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.08,14,14166
0,0,89.0,0,1,1,0,0,0,0,0,1.0,1.0,0,1.0,1.0,1.0,999.0,1.6,1125,1.8,1125.0,0.0,0,0,0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.2,2,10428
0,1,89.0,0,1,1,1,1,1,1,0,1.0,1.0,1,2.0,2.0,2.0,1000.0,1.6,365,1.8,365.0,0.0,0,0,116,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.9,5.0,1.0,0.03,2,11748
1,1,100.0,0,1,1,1,1,1,1,0,6.2,7.3,0,1.0,1.0,1.0,1043.0,1.0,30,1.1,1125.0,0.0,27,45,130,20.0,1.0,4.76,4.87,4.83,4.96,4.93,4.74,4.74,21.0,3.72,5,10093
1,1,100.0,0,1,1,1,1,1,1,0,6.2,7.3,0,1.0,1.0,1.0,1168.0,2.0,31,1.3,1125.0,1.0,41,70,151,52.0,5.0,4.85,4.9,4.9,4.97,4.96,4.85,4.81,21.0,1.4,5,4514
1,1,100.0,0,1,1,1,1,1,1,0,1.0,3.0,0,1.0,1.0,3.0,734.0,2.0,30,2.0,30.0,0.0,0,0,267,11.0,1.0,4.78,4.83,4.75,4.83,4.79,4.93,4.72,1.0,1.53,2,17206
0,0,100.0,0,1,1,1,0,1,1,0,4.0,7.0,0,1.0,1.0,1.0,999.0,1.6,1125,5.0,1125.0,1.0,60,90,180,1.0,0.0,4.72,4.78,4.72,4.83,4.72,4.83,4.67,4.0,0.24,3,21314
1,1,100.0,1,1,1,1,0,0,1,0,2.0,2.0,0,1.0,1.0,1.0,1098.0,1.0,360,2.0,1125.0,,39,64,339,39.0,4.0,4.96,4.93,4.94,4.99,4.99,4.99,4.9,2.0,2.71,10,3389
0,0,89.0,0,1,1,0,0,0,0,0,1.0,1.0,0,1.0,1.0,1.0,999.0,1.0,1125,1.0,1125.0,0.0,0,0,0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.2,5,1468
0,1,99.0,1,1,1,1,0,1,1,0,1.0,1.0,1,1.0,1.0,2.0,891.0,1.0,1125,1.0,1125.0,0.0,29,39,307,48.0,3.0,4.86,4.87,4.79,4.92,4.79,4.95,4.83,1.0,3.01,5,10770
1,1,100.0,0,1,1,1,0,0,1,0,6.2,7.3,0,1.0,2.0,1.0,213.0,1.0,44,1.9,28.3,0.0,36,66,72,29.0,2.0,4.73,4.86,4.67,4.85,4.87,4.95,4.74,4.9,2.16,5,16789
1,1,100.0,0,1,1,1,0,0,1,0,6.2,7.3,0,1.0,1.0,1.0,341.0,1.0,29,1.9,217.2,1.0,46,76,82,13.0,0.0,4.86,4.88,4.85,4.93,4.95,4.98,4.83,4.9,1.12,5,17732
0,0,63.0,0,1,1,0,0,0,0,0,3.0,3.0,0,1.0,1.0,1.0,999.0,2.0,28,2.0,28.0,0.0,0,0,0,1.0,0.0,4.67,4.67,4.67,5.0,4.9,4.67,4.8,2.0,0.13,5,15993
1,0,100.0,1,0,1,1,0,1,1,1,3.0,5.0,0,1.0,1.0,1.0,880.0,1.6,120,1.8,1125.0,0.0,17,24,195,14.0,0.0,4.78,4.85,4.92,4.83,4.88,4.92,4.67,1.0,0.95,5,7112
1,1,100.0,0,1,1,1,0,0,1,1,23.0,26.0,0,1.0,1.0,1.0,999.0,1.0,365,1.0,365.0,0.0,0,0,0,2.0,0.0,4.72,4.84,4.72,4.96,4.96,4.72,4.76,21.0,0.32,4,7467
1,1,100.0,1,0,1,1,0,1,1,1,4.0,4.0,1,2.0,2.0,3.0,1399.0,2.0,365,2.0,1125.0,0.0,0,0,113,2.0,0.0,4.88,4.99,4.76,4.95,4.98,4.89,4.9,1.0,1.31,16,10156
0,0,89.0,0,1,1,0,0,1,0,0,1.0,1.0,1,1.0,3.0,1.0,999.0,1.0,1125,1.0,1125.0,0.0,0,0,0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.2,16,1011
1,1,100.0,0,1,1,1,1,1,1,0,5.0,7.0,1,1.0,2.0,3.0,950.0,2.0,1125,2.0,1125.0,0.0,39,69,159,24.0,2.0,4.67,4.67,4.72,4.78,4.76,4.82,4.64,1.0,2.35,10,18044
0,0,50.0,0,1,1,1,1,1,1,0,1.0,5.0,0,1.0,1.0,1.0,701.0,1.6,730,1.8,730.0,0.0,43,73,348,4.0,0.0,4.79,4.91,4.8,4.97,4.97,5.0,4.85,1.0,1.23,5,13043
1,1,99.0,1,1,1,1,0,1,1,0,1.0,1.0,1,2.0,2.0,3.0,861.0,1.0,170,1.0,1125.0,0.0,16,28,109,44.0,2.0,4.89,4.9,4.79,4.92,4.9,4.95,4.87,1.0,3.22,2,12945
0,0,89.0,0,1,1,1,0,1,1,0,2.0,5.0,1,1.0,3.0,1.0,999.0,1.6,1125,1.8,1125.0,0.0,0,0,0,0.0,0.0,4.94,5.0,4.94,5.0,5.0,5.0,5.0,2.0,0.21,12,14605
1,1,100.0,1,1,1,1,1,1,1,1,2.0,2.0,0,1.0,1.0,1.0,719.0,1.0,1125,1.1,1125.0,0.0,8,26,107,50.0,2.0,4.86,4.91,4.85,4.88,4.85,4.86,4.86,2.0,3.98,5,21059
1,1,91.0,0,1,1,1,0,1,1,0,4.0,5.0,0,1.0,1.0,1.0,1000.0,3.0,1125,3.0,1125.0,0.0,0,0,267,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.02,4,1250
0,0,100.0,0,1,1,1,0,0,1,1,8.0,8.0,1,1.0,2.0,1.0,999.0,1.0,15,1.0,15.0,0.0,0,0,0,0.0,0.0,4.71,4.66,4.71,4.82,4.82,4.88,4.74,8.0,0.85,3,15632
0,0,0.0,0,1,1,1,0,0,1,0,3.0,5.0,0,1.0,1.0,1.0,773.0,2.0,30,2.0,30.0,1.0,58,88,363,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.03,5,14159
0,0,89.0,0,1,1,1,0,0,1,0,1.0,2.0,1,2.0,3.0,3.0,1026.3,1.0,365,1.0,365.0,1.0,60,90,364,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.2,16,8068
0,0,0.0,0,1,1,1,0,0,1,0,1.0,1.0,0,1.0,2.0,1.0,1000.0,1.0,1125,1.0,1125.0,1.0,59,89,179,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.03,3,14757
0,0,89.0,0,1,1,1,0,1,1,0,1.0,3.0,0,3.5,3.0,1.5,1026.3,2.0,90,2.0,90.0,1.0,58,88,178,0.0,0.0,4.67,4.67,4.5,4.83,4.83,4.9,4.67,1.0,0.08,12,12425
1,1,95.0,1,1,1,1,0,1,1,1,5.0,5.0,0,2.5,3.0,1.5,616.0,1.0,1125,1.0,1125.0,1.0,59,89,294,15.0,2.0,4.78,4.82,4.71,4.76,4.71,4.61,4.69,3.0,0.64,15,17930
0,0,89.0,0,1,1,1,1,1,1,0,2.0,5.0,1,1.0,2.0,1.0,999.0,1.6,1125,1.8,1125.0,0.0,0,0,0,0.0,0.0,4.94,4.96,4.94,4.94,4.93,4.98,4.92,1.0,1.81,5,10757
0,0,89.0,0,1,1,1,1,1,1,0,1.0,1.0,1,2.0,2.0,2.0,1026.3,1.6,92,5.0,1125.0,1.0,60,90,365,0.0,0.0,5.0,5.0,4.98,5.0,4.98,4.91,4.98,1.0,0.72,5,11660
0,0,89.0,0,0,1,1,0,0,1,0,1.0,1.0,0,1.0,1.0,1.0,999.0,1.0,1125,1.0,1125.0,0.0,0,0,0,0.0,0.0,4.91,5.0,4.83,5.0,5.0,4.92,4.92,1.0,0.16,16,14053
1,1,98.0,0,1,1,1,1,1,1,0,2.0,3.0,0,1.0,1.0,2.0,703.0,2.0,1125,2.0,1125.0,1.0,39,69,344,21.0,1.0,4.73,4.75,4.88,4.8,4.78,4.94,4.74,2.0,1.82,5,24316
1,1,100.0,1,0,1,1,0,0,1,0,1.0,1.0,0,1.0,1.0,2.0,906.0,3.0,1125,3.0,1125.0,0.0,18,42,313,38.0,2.0,4.96,4.96,4.95,4.92,4.97,4.96,4.94,1.0,2.87,5,6680
1,1,100.0,1,1,1,1,0,1,1,1,1.0,1.0,0,1.0,1.0,2.0,737.0,1.0,1125,1.0,1125.0,0.0,33,63,240,28.0,2.0,4.85,4.89,4.83,4.94,4.91,4.84,4.82,1.0,1.75,14,16403
1,1,0.0,0,1,1,1,1,1,1,0,1.0,5.0,0,0.0,2.0,2.0,1237.0,1.6,200,1.8,200.0,0.0,0,25,300,0.0,0.0,4.64,4.82,4.8,4.73,4.82,4.82,4.64,1.0,0.14,10,17212
0,0,100.0,0,1,1,1,1,1,1,1,5.0,6.0,0,1.0,1.0,1.0,1550.0,3.0,1125,3.0,1125.0,0.0,0,5,280,0.0,0.0,5.0,5.0,4.8,5.0,5.0,5.0,5.0,5.0,0.05,16,1307
1,0,97.0,0,1,1,1,0,0,1,1,7.0,13.0,0,1.0,1.0,1.0,401.0,1.0,1125,1.0,1125.0,1.0,55,85,360,5.0,0.0,4.8,4.55,4.51,4.63,4.9,4.78,4.8,7.0,0.64,2,21593
1,0,97.0,0,1,1,1,1,1,1,1,7.0,13.0,0,1.0,1.0,1.0,411.0,2.0,1125,2.0,1125.0,1.0,43,73,73,10.0,2.0,4.45,4.55,4.77,4.9,4.9,4.64,4.55,7.0,0.33,5,7249
1,0,97.0,0,1,1,1,1,1,1,1,7.0,13.0,0,1.0,1.0,1.0,600.0,2.0,1125,2.0,1125.0,1.0,38,68,343,17.0,0.0,4.44,4.6,4.62,4.9,4.9,4.62,4.47,7.0,1.1,5,7208
0,0,89.0,0,1,1,1,0,1,1,0,1.0,1.0,0,1.0,3.0,1.0,999.0,2.0,1125,2.0,1125.0,0.0,0,0,0,0.0,0.0,4.89,4.89,4.96,4.89,5.0,5.0,4.93,1.0,0.39,5,24573
0,0,100.0,1,1,1,1,1,1,1,0,1.0,1.0,0,2.0,2.0,2.0,870.0,3.0,60,3.0,1125.0,0.0,0,0,82,7.0,0.0,4.97,4.98,4.97,4.96,4.92,4.85,4.91,1.0,1.19,2,5813
1,1,89.0,0,1,1,1,0,1,1,0,7.0,8.0,0,1.0,1.0,1.0,950.0,1.0,180,1.0,180.0,1.0,57,87,87,40.0,0.0,4.53,4.54,4.77,4.73,4.9,4.95,4.53,7.0,1.95,10,17016
1,1,90.0,1,1,1,1,1,1,1,0,4.0,4.0,1,1.5,2.0,3.0,1202.0,3.0,60,3.0,1125.0,0.0,23,53,328,15.0,0.0,4.97,4.99,4.98,4.99,4.99,4.89,4.96,2.0,1.35,3,4725
0,0,82.0,0,1,1,1,0,0,1,0,3.0,3.0,0,1.0,1.0,1.0,200.0,1.0,1125,1.0,1125.0,1.0,53,83,173,0.0,0.0,4.8,4.9,4.5,4.9,5.0,5.0,4.8,3.0,0.04,8,634
0,0,89.0,0,1,1,1,0,0,1,0,1.0,4.0,0,1.0,1.0,1.0,999.0,1.0,20,1.0,20.0,0.0,0,0,0,0.0,0.0,4.59,4.58,4.76,4.73,4.79,4.9,4.65,1.0,1.89,5,201
0,0,100.0,0,1,1,1,1,1,1,1,5.0,6.0,0,1.0,1.0,1.0,1995.0,3.0,1125,3.0,1125.0,0.0,0,5,280,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,5.0,1.2,16,1312
1,1,100.0,1,1,1,1,1,1,1,0,4.0,6.0,0,1.0,1.0,1.0,1587.0,2.0,30,1.0,1125.0,0.0,31,45,134,10.9,0.9,4.85,4.88,4.87,4.95,4.96,4.79,4.8,4.0,4.6,5,4713
1,1,100.0,0,1,1,1,1,1,1,1,6.2,7.3,1,1.0,2.0,2.0,999.0,2.0,365,2.0,1079.6,0.0,0,0,199,20.0,0.0,4.75,4.83,4.93,4.74,4.82,4.9,4.75,9.0,2.75,10,16493
1,1,98.0,1,1,1,1,0,0,1,0,3.0,3.0,0,1.0,3.0,3.0,271.0,2.0,180,1.9,180.0,0.0,0,22,35,10.0,1.0,4.79,4.86,4.64,5.0,4.75,4.93,4.79,3.0,0.36,10,12046
0,0,89.0,0,1,0,1,1,1,1,1,1.0,1.0,1,1.0,1.0,2.0,500.0,1.0,120,1.0,1125.0,1.0,50,80,170,32.0,0.0,4.88,4.9,4.89,4.95,4.95,4.84,4.82,1.0,3.15,6,20445
0,0,82.0,0,1,1,1,0,0,1,0,3.0,3.0,0,1.0,1.0,1.0,199.0,1.0,1125,1.0,1125.0,1.0,54,84,174,1.0,0.0,4.8,4.8,4.8,4.8,4.9,4.9,4.4,3.0,0.17,8,24062
1,0,100.0,1,0,1,1,1,1,1,0,23.0,23.0,1,2.0,3.0,3.0,1508.0,1.0,1125,1.0,1125.0,0.0,18,46,191,7.0,0.0,4.8,4.9,4.43,4.9,4.9,4.71,4.8,23.0,0.63,5,2610
1,1,100.0,1,1,1,1,1,1,1,0,3.0,4.0,0,1.0,1.0,1.0,1559.0,1.0,1125,1.0,1125.0,0.0,26,56,331,35.0,1.0,4.78,4.85,4.92,4.96,4.98,4.67,4.78,3.0,4.14,10,7726
1,1,96.0,1,1,1,1,1,1,1,0,8.0,8.0,0,1.0,1.0,1.0,794.0,2.0,15,2.0,15.0,0.0,14,29,200,28.0,1.0,4.95,4.96,4.9,4.98,4.99,4.98,4.93,7.0,2.89,5,19842
1,1,100.0,0,1,1,1,0,0,1,1,26.0,28.0,0,1.0,1.0,1.0,404.0,1.0,20,1.0,1125.0,,39,68,334,8.0,1.0,4.67,4.67,4.6,4.91,4.65,4.91,4.56,13.0,0.57,5,16667
0,0,0.0,0,1,1,1,0,0,1,0,2.0,2.0,0,1.0,1.0,1.0,1286.0,2.0,1125,2.0,1125.0,0.0,0,0,209,0.0,0.0,5.0,4.75,4.5,5.0,5.0,5.0,4.75,2.0,0.05,5,19119
1,1,99.0,1,1,1,1,1,1,1,1,8.0,13.0,1,2.0,2.0,1.0,1864.0,1.0,365,1.0,380.7,0.0,20,40,296,8.0,0.0,4.72,4.77,4.66,4.66,4.74,5.0,4.79,6.0,1.52,5,8928
0,0,89.0,0,1,1,0,0,0,0,0,1.0,1.0,1,1.0,3.0,1.0,999.0,1.0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.2,5,19530
1,1,84.0,0,1,1,1,1,1,1,0,27.0,30.0,0,1.0,1.0,2.0,1350.0,3.0,365,3.0,365.0,0.0,26,56,331,3.0,0.0,5.0,5.0,4.67,4.83,4.83,5.0,5.0,3.0,0.45,10,10633
1,1,100.0,0,1,1,1,1,1,1,1,12.0,14.0,1,1.0,2.0,2.0,814.0,1.0,7,1.0,1125.0,0.0,22,48,126,40.0,0.9,4.69,4.67,4.64,4.84,4.91,4.85,4.63,12.0,2.22,2,16084
1,0,99.0,0,0,1,1,1,1,1,1,2.0,5.0,1,1.0,2.0,3.0,991.0,1.0,1125,1.0,1125.0,0.0,18,40,301,10.9,1.0,4.8,4.58,4.66,4.65,4.9,4.91,4.38,2.0,4.01,10,13849
1,1,90.0,0,1,1,1,0,0,1,0,3.0,3.0,0,1.5,1.0,1.0,235.0,1.6,1125,5.0,1125.0,0.0,17,24,24,3.0,1.0,4.8,4.8,4.72,4.92,4.88,4.84,4.72,3.0,0.33,2,24285
1,1,96.0,1,1,1,1,0,0,1,0,2.0,5.0,0,1.0,1.0,1.0,696.0,1.6,300,4.0,300.0,0.0,7,7,59,16.0,0.0,4.92,4.91,4.91,4.96,4.97,5.0,4.86,2.0,1.25,5,21712
1,1,100.0,1,0,1,1,1,1,1,0,1.0,1.0,1,2.0,2.0,2.0,1350.0,1.6,90,1.8,1125.0,0.0,23,23,250,6.0,1.0,4.94,4.97,4.94,4.94,4.97,4.76,4.92,1.0,1.03,10,6905
1,1,99.0,1,0,1,1,0,1,1,0,1.0,1.0,1,1.0,2.0,3.0,799.0,1.0,1125,1.0,1125.0,0.0,26,26,26,10.9,0.9,4.96,4.96,4.95,4.96,4.96,4.9,4.94,1.0,3.7,7,4504
1,1,98.0,1,1,1,1,0,0,1,0,3.0,3.0,0,1.0,3.0,3.0,240.0,2.0,180,2.0,180.0,0.0,29,59,149,9.0,0.0,4.85,4.92,4.66,4.93,4.93,4.92,4.86,3.0,0.77,10,10463
1,1,98.0,1,1,1,1,0,0,1,0,3.0,3.0,0,1.0,3.0,3.0,260.0,2.0,1125,2.0,1125.0,1.0,42,72,162,14.0,3.0,4.94,4.91,4.72,4.88,4.9,4.84,4.91,3.0,0.9,10,10459
1,1,100.0,1,1,1,1,0,0,1,0,2.0,2.0,0,1.0,1.0,1.0,483.0,1.6,1125,1.8,1125.0,0.0,0,18,108,3.0,0.0,4.94,4.94,4.94,4.94,5.0,4.94,4.94,2.0,0.24,2,19913
1,1,100.0,1,0,1,1,0,1,1,1,8.0,9.0,1,2.0,3.0,1.5,1026.3,2.0,29,2.0,1125.0,1.0,30,60,280,4.0,0.0,4.74,4.83,4.85,4.87,4.85,4.85,4.7,8.0,0.63,10,5271
0,0,89.0,0,0,1,0,0,0,0,0,1.0,1.0,0,1.0,1.0,1.0,999.0,1.0,1125,1.0,1125.0,0.0,0,0,0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.2,3,23578
1,1,100.0,0,1,1,1,0,1,1,0,6.2,39.0,1,1.0,2.0,3.0,903.0,1.0,28,1.0,1125.0,0.0,39,69,344,41.0,1.0,4.86,4.88,4.86,4.85,4.86,4.95,4.81,4.9,1.36,5,5288
0,0,89.0,0,1,1,1,0,1,1,0,5.0,6.0,0,1.0,1.0,1.0,478.0,1.6,1125,1.8,1125.0,0.0,0,0,208,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,2.0,0.05,12,17270
1,1,99.0,0,1,1,1,0,0,1,0,20.0,20.0,0,1.0,1.0,1.0,541.0,1.0,1125,1.0,1125.0,1.0,55,85,360,5.0,0.0,4.75,4.75,4.65,4.9,4.85,4.9,4.7,7.0,0.26,5,14849
0,0,100.0,0,0,1,0,1,1,1,0,1.0,5.0,0,1.0,1.0,3.0,850.0,1.0,1125,1.0,1125.0,0.0,15,44,44,0.0,0.0,4.65,4.8,4.75,4.85,4.93,4.93,4.55,1.0,0.52,5,7534
1,1,94.0,0,1,1,1,1,1,1,0,4.0,4.0,1,3.5,1.4,3.0,1800.0,2.0,1125,2.0,1125.0,0.0,21,51,271,5.0,1.0,4.7,4.73,4.53,4.85,4.9,4.9,4.68,1.0,0.78,10,2547
1,1,100.0,1,0,1,1,0,1,1,0,1.0,1.0,1,1.0,2.0,3.0,800.0,1.6,1125,4.0,1125.0,0.0,19,49,324,2.0,1.0,4.85,4.85,4.79,4.88,4.91,4.64,4.82,1.0,0.51,10,4822
0,0,0.0,0,1,1,1,0,0,1,0,1.0,1.0,0,1.0,1.0,1.0,650.0,1.6,1125,4.0,1125.0,0.0,0,30,305,0.0,0.0,4.78,5.0,4.78,5.0,5.0,4.89,4.78,1.0,0.12,10,16936
1,1,85.0,1,1,1,1,0,0,1,0,2.0,2.0,0,1.0,2.0,1.0,300.0,1.0,90,1.0,90.0,0.0,14,44,44,19.0,1.0,4.79,4.83,4.64,4.87,4.98,4.94,4.79,2.0,0.63,3,3818
1,0,99.0,0,0,1,1,1,1,1,0,15.0,17.0,1,2.0,2.0,2.0,1436.0,3.0,1125,3.0,1125.0,1.0,53,83,358,4.0,1.0,4.8,4.58,4.64,4.64,4.67,4.94,4.61,15.0,0.47,10,19470
0,0,100.0,0,1,1,1,0,0,1,1,3.0,3.0,0,2.0,1.0,3.0,550.0,2.0,30,2.0,30.0,0.0,0,19,19,0.0,0.0,4.5,4.71,4.46,4.71,4.88,4.96,4.42,3.0,0.33,3,13378
0,0,100.0,0,1,1,1,0,0,1,0,3.0,3.0,0,1.0,1.0,1.0,650.0,2.0,30,2.0,30.0,0.0,0,19,19,0.0,0.0,4.48,4.71,4.8,4.71,4.65,4.97,4.52,3.0,0.4,3,14583
1,1,100.0,1,1,1,1,0,0,1,0,1.0,1.0,0,1.0,1.0,1.0,298.0,2.0,1125,2.0,1125.0,0.0,8,10,259,10.9,5.0,4.89,4.89,4.89,4.88,4.91,4.81,4.89,1.0,1.4,5,11430
0,0,33.0,0,1,1,1,1,1,1,0,2.0,6.0,1,1.0,2.0,1.0,999.0,1.0,1125,1.0,1125.0,1.0,58,88,363,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.2,10,1020
1,1,99.0,1,1,1,1,1,1,1,0,3.0,3.0,1,1.0,2.0,3.0,899.0,2.0,300,2.0,1125.0,1.0,53,83,263,38.0,3.0,4.89,4.94,4.9,4.97,4.96,4.93,4.85,3.0,2.62,2,5438
1,1,97.0,1,1,1,1,0,0,1,0,6.0,10.0,0,1.0,1.0,1.0,260.0,2.0,180,2.0,180.0,0.0,0,0,55,1.0,0.0,4.96,5.0,5.0,5.0,4.96,4.91,4.96,5.0,0.3,3,21836
1,1,100.0,1,1,1,1,1,1,1,1,6.0,7.3,1,1.0,2.0,2.0,2428.0,1.0,1125,1.3,1125.0,1.0,51,81,348,6.0,0.0,4.66,4.88,4.63,4.95,4.88,5.0,4.54,5.0,1.16,5,8109
0,0,83.0,0,1,1,1,0,1,1,0,2.0,2.0,0,3.0,1.4,1.5,1026.3,1.0,1125,1.0,1125.0,1.0,58,88,363,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.2,12,18924
1,0,99.0,0,0,1,1,1,1,1,1,12.0,13.0,0,1.0,1.0,1.0,1574.0,1.0,1125,1.0,740.0,1.0,60,90,364,30.0,0.0,4.67,4.67,4.64,4.79,4.9,4.86,4.64,12.0,0.58,5,3931
1,0,99.0,0,0,1,1,1,1,1,1,12.0,13.0,0,1.0,1.0,1.0,1329.0,1.0,1125,1.0,740.0,1.0,57,87,361,10.9,2.0,4.64,4.53,4.45,4.8,4.62,4.84,4.66,12.0,1.4,5,3933
1,0,99.0,0,0,1,1,1,1,1,1,12.0,13.0,0,1.0,1.0,2.0,1329.0,1.0,1125,1.0,740.0,1.0,57,87,360,10.9,2.0,4.66,4.65,4.54,4.84,4.66,4.9,4.71,12.0,1.4,5,3932
1,0,99.0,0,0,1,1,1,1,1,1,12.0,13.0,1,2.0,2.0,3.0,2157.0,1.0,1125,1.0,740.0,0.0,37,65,335,27.0,0.0,4.67,4.76,4.53,4.77,4.9,4.88,4.76,12.0,1.93,5,5086
0,0,70.0,0,1,1,0,0,0,1,0,2.0,4.0,0,1.0,1.0,1.0,999.0,3.0,1125,3.0,1125.0,0.0,0,0,0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0.07,10,12646
1,1,97.0,1,1,1,1,0,1,1,0,6.0,10.0,0,1.0,1.0,1.0,459.0,2.0,1125,2.0,1125.0,0.0,1,23,268,13.0,4.0,4.86,4.91,4.86,4.89,4.95,4.89,4.91,5.0,0.61,3,21888
1,1,100.0,1,1,1,1,0,0,1,1,2.0,2.0,0,1.0,1.0,1.0,600.0,1.0,90,1.0,1125.0,0.0,0,0,266,12.0,0.0,4.96,4.97,4.96,4.98,4.98,4.96,4.92,2.0,1.18,14,1841
