host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,property_type,room_type,has_availability,instant_bookable,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,neighbourhood_cleansed_encoded,amenities_encoded
1,1,97.0,0,1,1,1,0,0,1,0,5.0,5.0,0,1.0,1.0,1.0,468.0,1.0,365,1.0,365.0,1.0,59,89,364,1.0,0.0,5.0,5.0,5.0,5.0,4.83,5.0,4.67,4.0,0.3,2,804
1,1,89.0,0,1,1,1,0,0,1,1,1.0,3.0,0,1.0,1.0,1.0,888.0,1.0,365,1.0,365.0,0.0,0,0,266,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.2,5,2959
1,1,99.0,0,0,1,1,1,1,1,1,6.2,7.3,0,1.0,1.0,1.0,2062.0,1.0,365,1.0,1125.0,1.0,42,72,347,33.0,0.0,4.66,4.8,4.72,4.75,4.88,4.95,4.69,4.9,3.07,10,15154
0,0,38.0,0,1,1,1,0,0,1,0,3.0,3.0,0,1.0,1.0,1.0,600.0,3.0,60,3.0,60.0,1.0,53,83,83,3.0,0.0,5.0,5.0,5.0,4.9,4.9,4.75,5.0,1.0,0.2,5,19007
1,1,100.0,1,1,1,1,0,1,1,0,9.0,9.0,1,2.0,2.0,2.0,2003.0,2.0,365,2.0,1125.0,0.0,16,44,314,11.0,2.0,4.85,4.95,5.0,5.0,5.0,4.95,5.0,9.0,1.02,5,9549
1,1,100.0,1,1,1,1,0,1,1,1,2.0,2.0,0,1.0,1.0,2.0,963.0,2.0,365,2.0,1125.0,0.0,0,17,223,16.0,0.0,4.91,4.91,4.74,4.96,4.96,4.91,4.96,2.0,1.33,10,864
1,1,98.0,0,1,1,1,0,1,1,0,19.0,32.0,0,1.0,1.0,1.0,795.0,2.0,90,2.6,1125.0,,41,71,83,47.0,2.0,4.85,4.9,4.82,4.95,4.96,4.9,4.73,14.0,3.53,5,17455
1,1,100.0,0,1,1,1,0,0,1,1,8.0,8.0,0,1.0,1.0,1.0,1026.3,1.0,365,1.0,365.0,1.0,55,85,360,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,8.0,1.2,12,10146
1,1,98.0,0,1,1,1,0,1,1,1,6.2,7.3,1,3.5,3.0,1.5,1026.3,1.0,365,1.4,1125.0,0.0,41,70,343,38.0,4.0,4.68,4.83,4.56,4.78,4.76,4.92,4.63,4.9,2.95,10,9267
1,1,98.0,1,0,1,1,1,1,1,0,5.0,29.0,1,2.0,2.0,2.0,2250.0,2.0,365,2.0,365.0,1.0,53,83,173,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.25,10,5632
1,1,94.0,1,1,1,1,0,0,1,0,1.0,1.0,0,1.0,1.0,1.0,750.0,2.0,365,2.0,365.0,1.0,47,76,349,16.0,4.0,4.96,4.89,4.93,5.0,5.0,4.96,4.82,1.0,1.37,7,13179
1,1,100.0,0,0,1,1,1,1,1,1,5.0,7.0,1,2.0,2.0,2.0,900.0,3.0,180,3.0,1125.0,0.0,0,0,55,19.0,1.0,4.89,4.93,4.81,4.93,4.89,4.93,4.85,2.0,1.3,4,14668
1,0,99.0,1,0,1,1,0,0,1,1,3.0,3.0,0,1.0,1.0,1.0,610.0,1.0,365,1.0,1125.0,1.0,43,71,346,10.9,3.0,4.81,4.86,4.75,4.89,4.79,4.94,4.84,3.0,1.4,5,10388
1,1,93.0,0,1,1,1,0,1,1,0,4.0,5.0,1,1.0,2.0,2.0,900.0,1.0,365,1.0,365.0,0.0,23,53,328,6.0,0.0,4.67,4.9,4.56,4.78,4.78,4.78,4.56,3.0,0.43,2,6357
1,1,100.0,1,0,1,1,1,1,1,1,6.2,7.3,0,1.0,0.0,1.0,574.0,2.0,365,1.5,1125.0,1.0,55,85,203,8.0,1.0,4.67,4.79,4.45,4.91,4.82,4.91,4.64,4.9,1.65,5,18118
1,1,100.0,1,1,1,1,0,1,1,0,7.0,7.0,0,1.0,1.0,1.0,945.0,1.0,365,1.0,365.0,1.0,39,69,343,10.9,0.9,4.85,4.87,4.7,4.94,4.9,4.93,4.81,5.0,1.4,5,509
1,1,98.0,1,1,1,1,0,1,1,0,2.0,2.0,1,3.5,3.0,1.5,1026.3,2.0,365,1.3,1125.0,0.0,14,42,311,33.0,2.0,4.84,4.76,4.78,4.84,4.86,4.98,4.75,1.0,2.46,10,8003
0,1,94.0,1,1,1,1,1,1,1,0,1.0,1.0,0,1.0,1.0,1.0,912.0,3.0,1125,3.0,1125.0,0.0,11,27,259,37.0,2.0,4.88,4.88,4.95,4.98,4.98,4.84,4.83,1.0,2.78,5,15378
0,0,0.0,0,1,1,1,0,0,1,0,1.0,1.0,0,1.0,1.0,1.0,822.0,1.0,1125,1.0,1125.0,1.0,59,89,364,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.2,2,22733
1,1,99.0,0,1,1,1,0,1,1,0,7.0,10.0,0,1.0,1.0,1.0,903.0,1.0,365,1.0,1125.0,1.0,44,72,345,10.9,5.0,4.77,4.86,4.88,4.93,4.94,4.95,4.76,7.0,4.63,5,7039
0,1,89.0,0,0,1,1,0,0,1,0,2.0,3.0,0,1.0,1.0,1.0,999.0,2.0,1125,2.0,1125.0,0.0,0,0,0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,2.0,1.2,16,4839
0,0,89.0,0,1,1,1,1,1,1,0,1.0,1.0,0,0.0,0.0,2.0,1000.0,1.0,365,1.0,365.0,1.0,60,90,180,0.0,0.0,4.8,5.0,4.8,5.0,5.0,5.0,5.0,1.0,0.05,16,19139
1,1,100.0,1,0,1,1,0,1,1,0,18.0,19.0,1,1.5,1.0,2.0,987.0,1.0,1125,1.0,1125.0,0.0,34,51,323,52.0,4.0,4.91,4.86,4.96,4.87,4.86,4.72,4.9,18.0,4.44,4,11752
1,1,100.0,0,1,1,1,0,0,1,1,6.0,9.0,0,1.0,1.0,1.0,891.0,1.0,365,1.0,365.0,1.0,49,79,354,10.9,4.0,4.69,4.78,4.83,4.79,4.75,4.81,4.68,6.0,1.4,5,20349
1,1,100.0,0,0,1,1,1,1,1,0,5.0,5.0,0,1.0,1.0,1.0,1929.0,1.0,365,1.0,365.0,1.0,60,90,364,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,5.0,1.2,5,8357
0,0,89.0,0,1,0,1,1,1,1,0,1.0,1.0,1,2.0,2.0,2.0,1057.0,2.0,100,2.0,100.0,1.0,59,89,179,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.2,2,552
1,1,73.0,0,1,1,1,0,0,1,0,11.0,14.0,0,1.0,1.0,1.0,999.0,1.0,60,1.0,60.0,1.0,59,89,364,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.0,0.46,3,296
0,1,100.0,0,1,1,1,1,1,1,0,2.0,2.0,1,1.5,2.0,2.0,2261.0,2.0,730,1.0,1125.0,0.0,21,51,325,25.0,0.0,4.7,4.78,4.95,4.76,4.86,5.0,4.73,1.0,1.99,5,5736
1,1,100.0,1,1,1,1,0,0,1,1,7.0,8.0,0,1.0,1.0,1.0,500.0,2.0,200,2.0,1125.0,1.0,44,74,74,10.0,0.0,4.84,4.84,4.8,4.84,4.8,5.0,4.84,6.0,1.21,2,1059
1,1,98.0,0,0,1,1,0,1,1,0,3.0,3.0,0,1.0,1.0,1.0,900.0,1.0,365,1.0,365.0,1.0,42,72,347,39.0,0.9,4.71,4.81,4.8,4.94,4.94,4.92,4.57,1.0,3.11,10,19053
0,0,63.0,0,1,1,1,0,0,1,0,1.0,1.0,0,1.0,1.0,1.0,430.0,2.0,365,2.0,365.0,0.0,23,53,328,2.0,0.0,5.0,5.0,5.0,5.0,5.0,4.93,4.71,1.0,0.77,5,39
1,1,100.0,1,1,1,1,1,1,1,1,1.0,1.0,1,1.0,2.0,2.0,761.0,1.0,1125,1.0,1125.0,1.0,36,36,185,48.0,1.0,4.85,4.91,4.81,4.89,4.91,4.94,4.9,1.0,3.88,3,13748
1,1,100.0,1,1,1,1,1,1,1,1,1.0,2.0,1,2.0,2.0,2.0,1096.0,2.0,1125,2.0,1125.0,1.0,48,78,341,24.0,0.0,4.83,4.89,4.85,4.87,4.78,4.94,4.81,1.0,2.55,5,23527
1,1,100.0,0,0,1,1,1,1,1,0,18.0,22.0,0,3.5,1.4,1.5,1026.3,1.0,120,1.4,1125.0,0.0,20,35,175,22.0,1.0,4.85,4.74,4.89,4.93,5.0,5.0,4.81,15.0,1.45,5,12586
0,0,89.0,0,0,1,1,1,1,1,1,1.0,1.0,0,1.0,1.0,1.0,999.0,1.6,15,1.8,15.0,1.0,59,89,364,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.2,3,2087
0,0,89.0,0,1,1,1,1,1,1,0,1.0,1.0,0,1.0,1.0,1.0,2100.0,1.6,1125,1.8,1125.0,1.0,60,89,89,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.05,5,15710
1,1,100.0,0,0,1,1,1,1,1,0,18.0,22.0,0,3.5,1.4,1.5,1026.3,2.0,180,2.0,1125.0,0.0,24,47,180,1.0,0.0,4.67,5.0,4.8,5.0,5.0,4.9,4.8,15.0,0.2,5,12984
1,1,100.0,1,1,1,1,0,1,1,0,9.0,9.0,1,2.0,2.0,2.0,1799.0,2.0,365,2.0,1125.0,0.0,10,32,249,28.0,1.0,4.9,4.96,4.96,4.98,5.0,4.96,4.88,9.0,2.43,5,9447
1,1,100.0,1,1,1,1,0,1,1,0,7.0,7.0,0,1.0,1.0,1.0,845.0,1.0,365,1.0,365.0,0.0,40,64,338,10.9,0.0,4.88,4.94,4.9,4.94,4.95,4.97,4.88,5.0,1.4,5,11927
1,1,100.0,1,1,1,1,0,1,1,1,1.0,1.0,1,1.0,2.0,2.0,900.0,1.0,1125,2.0,1125.0,0.0,15,45,320,14.0,3.0,4.89,4.84,4.95,4.89,4.95,4.63,4.74,1.0,1.01,5,5047
1,1,100.0,0,1,1,1,1,1,1,1,10.0,11.0,0,1.3,1.4,1.5,1026.3,1.0,365,1.0,1125.0,1.0,48,78,353,7.0,0.0,4.9,5.0,4.7,5.0,4.9,4.9,4.6,6.0,0.52,3,9018
0,0,97.0,1,1,1,1,1,1,1,0,1.0,1.0,1,1.0,1.0,2.0,1030.0,3.0,1125,3.0,1125.0,0.0,22,52,327,27.0,0.0,4.92,4.96,4.88,5.0,5.0,5.0,4.92,1.0,2.33,3,9452
1,1,100.0,1,0,1,1,0,1,1,1,3.0,5.0,0,1.0,0.0,3.0,1500.0,1.6,90,3.0,1125.0,0.0,29,59,149,3.0,2.0,5.0,5.0,5.0,4.78,5.0,5.0,5.0,3.0,0.44,10,24698
1,1,67.0,0,1,1,1,0,0,1,0,4.0,4.0,0,1.5,1.0,1.0,320.0,1.0,365,1.0,365.0,0.0,0,0,236,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,3.0,1.2,3,22380
1,1,91.0,1,1,1,1,0,1,1,0,2.0,2.0,0,2.0,2.0,3.0,989.0,3.0,45,3.0,45.0,1.0,32,61,151,26.0,3.0,4.89,4.93,4.94,4.96,4.94,4.93,4.94,2.0,2.61,2,7667
1,1,100.0,0,1,1,1,1,1,1,0,1.0,1.0,1,2.0,1.0,3.0,1453.0,1.6,180,1.8,180.0,0.0,12,42,131,1.0,0.0,5.0,5.0,4.75,5.0,5.0,5.0,5.0,1.0,0.21,5,13519
1,1,100.0,0,1,1,1,0,1,1,0,1.0,4.0,0,3.0,3.0,1.5,1026.3,1.0,365,1.0,1125.0,1.0,52,82,172,15.0,1.0,4.43,4.9,4.8,4.9,4.91,4.9,4.8,1.0,1.13,4,14647
1,0,100.0,1,1,1,1,0,1,1,1,1.0,1.0,1,1.0,2.0,3.0,1026.3,1.0,1125,1.0,1125.0,1.0,44,72,157,33.0,0.0,4.94,4.98,4.95,4.98,4.95,4.83,4.84,1.0,3.14,7,7425
1,1,97.0,0,0,1,1,1,1,1,1,6.2,7.3,1,1.0,2.0,2.0,1422.0,2.0,365,2.0,1125.0,1.0,41,70,70,19.0,0.0,4.84,4.81,4.91,4.94,5.0,4.97,4.88,4.9,1.57,10,20642
1,1,100.0,1,0,1,1,1,1,1,0,2.0,2.0,1,2.0,3.0,3.0,1026.3,2.0,100,2.0,1125.0,1.0,60,85,346,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5,10096
0,0,89.0,0,1,1,1,0,0,1,0,1.0,1.0,0,1.0,1.0,1.0,468.0,1.6,60,1.8,60.0,1.0,53,83,358,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.2,2,24260
1,1,100.0,0,1,1,1,1,1,1,1,10.0,11.0,0,1.0,1.0,1.0,1079.0,1.0,365,1.0,1125.0,1.0,52,82,357,40.0,2.0,4.66,4.72,4.66,4.76,4.62,4.94,4.42,6.0,2.48,3,9013
0,0,0.0,0,1,1,1,1,1,1,1,5.0,5.0,0,1.0,1.0,2.0,1913.0,1.6,30,1.8,1125.0,0.0,5,35,35,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,5.0,1.2,10,21132
1,1,100.0,0,1,1,1,1,1,1,1,10.0,11.0,0,1.0,1.0,1.0,1462.0,1.0,365,1.0,1125.0,1.0,55,85,360,26.0,2.0,4.73,4.75,4.76,4.94,4.88,4.86,4.49,6.0,2.5,3,8288
1,1,0.0,0,1,1,1,0,0,1,0,2.0,3.0,0,1.0,1.0,1.5,750.0,2.0,365,2.0,365.0,1.0,60,90,364,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0.05,5,22134
1,1,100.0,1,0,1,1,0,1,1,1,1.0,3.0,1,1.0,2.0,3.0,1450.0,2.0,365,2.0,1125.0,0.0,8,27,192,26.0,4.0,5.0,5.0,5.0,5.0,5.0,4.74,4.98,1.0,2.15,10,10970
0,0,89.0,0,1,1,1,1,1,1,0,1.0,4.0,1,1.0,2.0,1.0,999.0,1.6,365,1.8,1125.0,0.0,0,0,0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.2,16,2758
1,1,99.0,0,1,1,1,1,1,1,1,7.0,9.0,0,2.0,2.0,1.5,1026.3,3.0,365,3.0,1125.0,1.0,53,83,358,4.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,7.0,0.44,5,18452
0,0,0.0,0,1,1,1,1,1,1,0,5.0,5.0,1,1.0,1.0,2.0,2029.0,1.6,30,1.8,30.0,1.0,53,83,83,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,5.0,1.2,10,21127
0,0,0.0,0,1,1,1,1,1,1,0,5.0,5.0,1,2.0,2.0,2.0,2531.0,1.6,30,1.8,30.0,1.0,55,85,85,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,5.0,1.2,10,21163
0,0,0.0,0,1,1,1,1,1,1,0,5.0,5.0,1,2.0,2.0,2.0,2531.0,1.6,31,1.8,31.0,0.0,39,69,69,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,5.0,1.2,10,21131
0,0,0.0,0,1,1,1,1,1,1,0,5.0,5.0,1,2.0,2.0,2.0,2531.0,1.6,31,1.8,31.0,1.0,60,90,90,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,5.0,1.2,10,21133
1,1,99.0,0,1,1,1,0,1,1,1,8.0,16.0,1,1.0,2.0,2.0,1447.0,1.0,365,1.3,1125.0,,29,41,255,40.0,4.0,4.74,4.7,4.7,4.87,4.83,4.94,4.7,2.0,2.63,10,7335
1,1,100.0,1,1,1,1,1,1,1,1,1.0,2.0,1,2.0,2.0,2.0,976.0,1.0,365,1.0,1125.0,1.0,44,74,272,29.0,3.0,4.85,4.92,4.74,4.92,4.89,5.0,4.74,1.0,3.0,2,24525
0,0,0.0,0,1,1,0,1,1,1,0,1.0,1.0,1,2.0,2.0,2.0,1320.0,1.6,365,1.8,365.0,1.0,60,90,364,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.2,5,22976
1,1,100.0,0,0,1,1,0,1,1,0,1.0,1.0,0,1.5,1.0,1.0,850.0,1.0,5,1.0,5.0,1.0,58,88,363,1.0,0.0,5.0,5.0,5.0,5.0,5.0,4.75,4.75,1.0,0.21,5,22610
1,1,99.0,1,1,1,1,0,1,1,0,17.0,17.0,0,1.0,3.0,1.0,999.0,1.6,180,1.8,1125.0,0.0,1,1,1,8.0,0.0,5.0,5.0,4.93,5.0,5.0,4.93,4.93,17.0,0.69,10,6755
1,1,100.0,1,1,1,1,1,1,1,1,1.0,1.0,0,1.0,2.0,2.0,707.0,1.6,700,4.0,1125.0,0.0,0,0,97,33.0,0.0,4.82,4.87,4.77,4.94,4.96,4.81,4.84,1.0,3.83,5,12998
1,1,100.0,1,1,1,1,1,1,1,1,9.0,9.0,1,2.0,2.0,2.0,1515.0,2.0,365,2.0,1125.0,1.0,44,74,349,13.0,1.0,4.86,4.89,5.0,5.0,4.97,4.97,4.81,9.0,1.81,5,9475
1,1,100.0,1,1,1,1,0,1,1,0,6.2,7.3,0,1.0,1.0,1.0,450.0,1.0,365,1.0,365.0,0.0,17,47,322,31.0,1.0,4.86,4.83,4.72,4.88,4.86,4.76,4.78,4.9,3.29,1,24442
0,0,100.0,0,1,1,1,1,1,1,0,1.0,1.0,0,1.0,1.0,1.0,2150.0,2.0,30,2.0,30.0,1.0,59,89,363,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.1,10,14592
1,1,99.0,1,1,1,0,0,1,1,0,12.0,12.0,1,2.0,2.0,2.0,2294.0,1.0,1125,4.6,1125.0,1.0,48,78,197,31.0,1.0,4.91,4.95,4.91,5.0,4.98,4.93,4.81,12.0,2.77,5,20100
1,1,99.0,1,1,1,0,0,1,1,0,12.0,12.0,1,2.0,2.0,2.0,2299.0,1.0,1125,4.6,1125.0,1.0,37,67,172,39.0,1.0,4.89,4.9,4.84,4.95,4.98,4.79,4.82,12.0,2.92,5,6821
0,0,89.0,0,1,1,1,0,0,1,0,1.0,1.0,0,1.0,1.0,1.0,1800.0,1.0,365,1.0,365.0,1.0,60,90,365,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.2,16,2837
1,1,100.0,1,1,1,1,0,1,1,1,2.0,2.0,0,1.0,1.0,1.0,1300.0,3.0,365,3.0,365.0,1.0,42,66,135,4.0,1.0,5.0,5.0,5.0,4.86,5.0,5.0,5.0,2.0,0.36,3,9243
1,0,97.0,0,1,1,1,1,1,1,0,2.0,2.0,1,1.0,2.0,3.0,1057.0,2.0,365,2.0,365.0,1.0,44,74,349,14.0,0.0,4.71,4.71,4.62,4.79,4.97,4.79,4.68,2.0,1.73,5,16225
1,1,99.0,1,1,1,1,0,1,1,0,17.0,17.0,1,2.0,2.0,3.0,2314.0,1.6,180,1.8,1125.0,0.0,13,32,65,10.0,0.0,5.0,5.0,4.96,5.0,5.0,5.0,5.0,17.0,1.31,10,6745
1,1,96.0,0,1,1,1,0,0,1,0,3.0,4.0,0,1.0,1.0,1.0,807.0,1.0,1125,1.0,1125.0,0.0,0,0,266,1.0,0.0,4.5,5.0,5.0,5.0,5.0,4.9,4.5,2.0,0.16,3,23919
0,0,50.0,0,0,1,1,1,1,1,0,1.0,1.0,1,1.0,2.0,2.0,949.0,1.0,365,1.0,365.0,0.0,37,67,342,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.16,14,22835
1,1,97.0,1,0,1,1,1,1,1,1,18.0,18.0,1,1.0,2.0,2.0,1026.3,1.6,100,1.8,1125.0,1.0,60,90,90,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,3.0,1.2,10,24483
1,1,100.0,0,1,1,1,0,0,1,1,13.0,13.0,0,2.5,1.0,1.0,450.0,1.0,15,1.0,1125.0,1.0,33,63,332,0.0,0.0,4.57,4.71,5.0,4.71,5.0,4.9,4.86,13.0,0.34,5,19056
0,0,89.0,0,1,1,1,1,1,1,0,2.0,2.0,1,1.0,2.0,1.0,999.0,3.0,365,3.0,365.0,0.0,0,0,0,0.0,0.0,5.0,5.0,4.91,4.64,4.91,5.0,5.0,2.0,0.55,2,22708
1,1,100.0,0,1,1,1,0,1,1,0,3.0,4.0,1,2.0,2.0,3.0,1044.0,3.0,1125,1.8,1125.0,0.0,21,47,309,14.0,0.0,5.0,4.94,4.94,4.94,5.0,4.81,5.0,1.0,0.82,5,8864
1,1,97.0,0,1,1,1,0,1,1,1,25.0,27.0,0,1.3,1.4,1.5,1026.3,1.0,365,1.1,1125.0,0.0,0,10,284,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.67,4.8,19.0,0.16,10,12672
1,1,99.0,0,1,1,1,1,1,1,1,10.0,12.0,0,2.0,3.0,1.5,2297.0,1.0,1125,1.4,938.2,1.0,41,71,82,12.0,0.0,4.44,4.67,4.44,4.78,4.9,4.74,4.56,10.0,1.31,5,6341
0,0,19.0,0,1,1,1,0,0,1,0,14.0,20.0,0,1.5,1.0,1.0,290.0,2.0,365,2.0,365.0,0.0,0,0,237,2.0,0.0,4.57,4.62,4.8,4.86,4.76,4.9,4.62,14.0,1.01,2,22571
0,0,89.0,0,1,1,1,1,1,1,1,1.0,1.0,1,1.0,1.0,1.0,999.0,2.0,25,2.0,1125.0,0.0,0,0,0,0.0,0.0,4.5,4.9,4.8,4.9,4.9,4.9,4.8,1.0,0.4,5,17379
1,0,99.0,0,1,1,1,0,0,1,1,3.0,5.0,0,1.0,1.0,1.0,1143.0,1.0,365,1.0,1125.0,1.0,53,83,358,3.0,0.0,4.75,5.0,4.5,5.0,5.0,5.0,4.8,3.0,0.22,5,2788
1,1,99.0,1,1,1,1,1,1,1,0,2.0,2.0,1,1.0,2.0,1.5,1599.0,2.0,28,2.0,1125.0,0.0,27,27,27,27.0,0.0,4.91,4.91,4.81,4.96,4.94,5.0,4.83,2.0,2.65,5,3982
1,1,98.0,0,0,1,1,0,0,1,1,2.0,2.0,0,1.0,1.0,1.0,600.0,1.0,1125,4.0,1125.0,0.0,0,24,62,2.0,0.0,4.69,4.81,4.59,4.94,4.91,4.84,4.75,2.0,1.55,5,4155
1,1,100.0,0,1,1,1,0,1,1,1,11.0,11.0,0,1.0,1.0,1.0,799.0,3.0,365,3.0,1125.0,0.0,21,51,326,1.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,7.0,0.1,12,22303
1,1,96.0,1,1,1,1,0,1,1,1,1.0,2.0,0,1.0,1.0,1.0,897.0,1.0,31,1.0,1125.0,1.0,59,89,89,10.9,4.0,4.97,4.93,4.97,4.93,4.94,4.91,4.89,1.0,4.29,6,24349
0,0,89.0,0,1,1,1,0,1,1,0,2.0,2.0,0,1.0,1.0,1.0,1082.0,1.0,365,1.0,365.0,0.0,0,0,267,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,2.0,1.2,5,1784
1,1,99.0,1,1,1,1,0,1,1,0,1.0,1.0,1,2.0,2.0,2.0,1379.0,3.0,18,3.1,18.0,0.0,25,43,119,33.0,3.0,4.94,4.86,4.84,4.94,5.0,4.9,4.87,1.0,3.05,10,4534
1,1,96.0,0,1,1,1,0,0,1,0,8.0,9.0,0,1.0,1.0,1.0,513.0,1.6,365,4.0,1125.0,1.0,28,56,270,11.0,4.0,4.86,5.0,4.93,4.64,4.86,5.0,4.79,8.0,0.93,5,7002
1,0,97.0,0,1,1,1,1,1,1,1,2.0,2.0,1,1.0,2.0,3.0,900.0,2.0,1125,2.0,1125.0,0.0,0,0,55,3.0,0.0,4.69,4.77,4.62,4.85,4.77,4.85,4.69,2.0,0.68,3,18017
1,1,99.0,0,0,1,1,1,1,1,1,6.2,7.3,1,3.0,3.0,3.0,2382.0,1.0,365,1.0,1125.0,1.0,38,54,329,31.0,4.0,4.58,4.76,4.64,4.96,4.82,4.93,4.71,4.9,2.17,5,15019
1,1,98.0,1,0,1,1,0,1,1,1,6.2,7.3,0,1.0,1.0,1.0,794.0,1.0,1125,1.0,1125.0,1.0,51,80,112,36.0,2.0,4.62,4.71,4.92,4.74,4.8,4.97,4.62,4.9,3.63,5,5913
1,1,98.0,0,1,1,1,0,1,1,1,6.2,7.3,1,2.0,2.0,2.0,1832.0,1.0,365,1.5,1125.0,0.0,37,67,342,19.0,0.9,4.63,4.63,4.59,4.78,4.78,4.89,4.63,4.9,2.68,10,6245
0,0,89.0,0,1,1,1,0,1,0,0,1.0,1.0,0,1.0,1.0,2.0,1600.0,2.0,2,2.0,2.0,1.0,59,89,179,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.2,12,10436
1,1,93.0,1,1,1,1,0,1,1,0,2.0,2.0,1,1.0,1.0,2.0,670.0,1.6,100,1.8,1125.0,1.0,58,88,363,6.0,0.0,4.93,5.0,4.93,4.93,5.0,4.93,4.93,2.0,0.69,10,10036
0,0,77.0,0,1,1,1,0,0,1,0,1.0,2.0,0,1.0,1.0,1.0,319.0,1.0,365,1.0,365.0,0.0,4,34,309,10.0,2.0,4.88,5.0,4.94,4.94,4.94,5.0,5.0,1.0,0.78,2,7381
1,1,100.0,1,0,1,1,0,1,1,1,27.0,27.0,0,1.0,1.0,1.0,1025.0,1.0,365,1.0,1125.0,0.0,0,0,267,6.0,0.0,4.88,4.94,4.88,4.88,4.94,4.9,4.82,4.9,0.86,16,7664
1,1,100.0,0,1,1,1,1,1,1,0,6.2,7.3,1,1.0,2.0,2.0,1088.0,2.0,365,2.2,1125.0,1.0,57,87,361,21.0,2.0,4.88,4.92,4.96,4.8,4.96,4.68,4.84,11.0,1.78,2,5959
1,1,100.0,1,0,1,1,1,1,1,1,2.0,3.0,1,2.0,2.0,3.0,1250.0,3.0,90,3.0,1125.0,1.0,40,65,232,42.0,3.0,4.9,4.91,4.84,4.81,4.96,4.96,4.91,1.0,3.35,5,20521
1,1,100.0,1,1,1,1,1,1,1,0,6.2,7.3,0,1.0,0.0,2.0,904.0,2.0,120,2.1,254.0,0.0,17,47,322,25.0,0.0,4.85,4.87,4.85,4.85,4.74,4.83,4.67,4.9,2.24,5,9570
1,1,100.0,0,1,1,1,0,0,1,1,13.0,13.0,0,2.0,1.0,1.0,450.0,1.0,15,1.0,1125.0,1.0,33,63,332,0.0,0.0,4.84,4.89,5.0,4.84,4.89,4.63,4.79,13.0,0.92,5,21865
1,1,97.0,1,1,1,1,1,1,1,0,1.0,3.0,0,1.0,1.0,1.0,556.0,2.0,1125,2.0,1125.0,1.0,43,70,246,20.0,3.0,4.97,4.97,5.0,5.0,5.0,4.97,4.94,1.0,1.62,14,3616
0,1,86.0,0,1,1,1,1,1,1,0,1.0,1.0,1,2.0,2.0,2.0,1546.0,3.0,1125,3.0,1125.0,0.0,30,60,334,3.0,0.0,4.75,4.75,4.75,4.92,5.0,4.92,4.75,1.0,0.64,5,3896
1,1,96.0,0,1,1,1,0,0,1,0,6.0,6.0,1,1.0,1.0,1.0,999.0,1.0,60,1.0,60.0,1.0,60,90,180,2.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,5.0,0.18,5,24431
